,AccountNo,BetDate,ClassId,CategoryId,Source,BetCount,Bet_Amt,Win_Amt,Product,AccountNo_[0],Bet_Amt_[0],Vegas,Sportsbook,Games,Casino,Poker,Bingo,#N/A,Adjustments,CustId,CurrencyCode,DailyDepositLimit,StakeScale,SourceProd,AccountLocation,Title,FirstName,LastName,CreateDate,CountryCode,Language,Status,DateOfBirth,Contact,CustomerGroup,CLASSID,CATEGORYID,product,sub_product,description,bet_or_play
536,00J381    ,27/10/2012,1,5,N,2,220.0,0.0,Sportsbook,00357DG   ,64.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,1,5,Sportsbook,Football,UK Football,1
537,00J381    ,27/10/2012,2,9,N,2,220.0,0.0,Sportsbook,01284UW   ,64.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
538,00J381    ,27/10/2012,323,9,M,2,220.0,0.0,Sportsbook,01152SJ   ,62.9802,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
539,00J381    ,19/12/2012,2,9,M,1,220.0,0.0,Sportsbook,01152SJ   ,62.1504,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
540,01284UW   ,25/10/2012,274,5,I,2,220.0,0.0,Sportsbook,01152SJ   ,62.004,,,,,,,,,5694730,GBP,0,1.0,SB,GIB,Mr,James,Hendrix,10/10/2012,US,en,A,05/04/1976,N,Bronze,274,5,Sportsbook,Football,Other League Football,1
541,01152SJ   ,17/12/2012,22528_PRCH,22528,I,5,216.3966,0.0,Casino,01152SJ   ,61.8276,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22528_PRCH,22528,Casino,Casino Playtech CashIn,Casino Playtech,1
542,01284UW   ,25/12/2012,274,5,I,6,216.0,12.69,Sportsbook,00357DG   ,60.0,,,,,,,,,5694730,GBP,0,1.0,SB,GIB,Mr,James,Hendrix,10/10/2012,US,en,A,05/04/1976,N,Bronze,274,5,Sportsbook,Football,Other League Football,1
543,01152SJ   ,30/10/2012,22528_PRCH,22528,I,1,215.4744,0.0,Casino,00J381    ,60.0,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22528_PRCH,22528,Casino,Casino Playtech CashIn,Casino Playtech,1
544,01284UW   ,25/12/2012,1,5,I,13,213.0,41.37,Sportsbook,01196ZZ   ,60.0,,,,,,,,,5694730,GBP,0,1.0,SB,GIB,Mr,James,Hendrix,10/10/2012,US,en,A,05/04/1976,N,Bronze,1,5,Sportsbook,Football,UK Football,1
545,00J381    ,20/10/2012,1,5,M,1,212.0,0.0,Sportsbook,01196ZZ   ,60.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,1,5,Sportsbook,Football,UK Football,1
546,01196ZZ   ,18/10/2012,2,9,I,1,207.0,0.0,Sportsbook,01284UW   ,58.2,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
547,00J381    ,23/11/2012,40,6,M,2,205.94,0.0,Sportsbook,01284UW   ,58.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,40,6,Sportsbook,Golf,Mens Golf,1
548,00J381    ,23/09/2012,2,9,M,1,204.0,0.0,Sportsbook,01284UW   ,55.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
549,00J381    ,09/11/2012,2,9,M,1,202.25,0.0,Sportsbook,01284UW   ,54.97,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
550,00357DG   ,15/09/2012,22512_XFER,22512,I,101,202.0,127.1,Vegas,00J381    ,50.19,,,,,,,,,3531845,GBP,0,1.0,GM,GIB,Mr,Bon,Scott,02/04/2011,AU,en,A,22/10/1975,N,Silver,22512_XFER,22512,Vegas,Vegas,Vegas Transfers,1
551,00C017    ,15/09/2012,22527_PRCH,22527,I,1,200.0,0.0,Poker,00C017    ,50.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
552,00C017    ,29/09/2012,22527_PRCH,22527,I,2,200.0,0.0,Poker,00J381    ,50.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
553,00C017    ,25/10/2012,22527_PRCH,22527,I,1,200.0,0.0,Poker,01196ZZ   ,50.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
554,00C017    ,24/11/2012,2,9,I,4,200.0,400.0,Sportsbook,01196ZZ   ,50.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
555,00J381    ,06/09/2012,323,9,N,2,200.0,0.0,Sportsbook,01284UW   ,50.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
556,00J381    ,08/09/2012,2,9,M,1,200.0,0.0,Sportsbook,00357DG   ,49.8,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
557,00J381    ,09/09/2012,323,9,N,1,200.0,406.25,Sportsbook,00775SM   ,49.25,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
558,00J381    ,11/09/2012,323,9,N,1,200.0,0.0,Sportsbook,00357DG   ,48.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
559,00J381    ,14/09/2012,2,9,N,1,200.0,568.75,Sportsbook,01284UW   ,46.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
560,00J381    ,24/09/2012,2,9,N,1,200.0,0.0,Sportsbook,01284UW   ,41.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
561,00J381    ,30/09/2012,323,9,N,1,200.0,3300.78,Sportsbook,01284UW   ,40.3,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
562,00J381    ,05/10/2012,2,9,M,1,200.0,0.0,Sportsbook,01196ZZ   ,40.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
563,00J381    ,06/10/2012,323,9,M,1,200.0,0.0,Sportsbook,01196ZZ   ,40.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
564,00J381    ,08/10/2012,323,9,M,1,200.0,0.0,Sportsbook,01284UW   ,39.51,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
565,00J381    ,09/10/2012,323,9,M,1,200.0,0.0,Sportsbook,01284UW   ,39.3,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
566,00J381    ,11/10/2012,2,9,M,1,200.0,0.0,Sportsbook,00775SM   ,39.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
567,00J381    ,14/10/2012,323,9,M,2,200.0,0.0,Sportsbook,01284UW   ,38.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
568,00J381    ,16/10/2012,2,9,N,1,200.0,0.0,Sportsbook,01284UW   ,37.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
569,00J381    ,24/10/2012,323,9,M,2,200.0,0.0,Sportsbook,00775SM   ,36.5,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
570,00J381    ,25/10/2012,2,9,M,2,200.0,0.0,Sportsbook,00775SM   ,34.75,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
571,00J381    ,05/11/2012,2,9,M,1,200.0,0.0,Sportsbook,01284UW   ,34.5,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
572,00J381    ,10/11/2012,2,9,N,1,200.0,0.0,Sportsbook,01152SJ   ,30.9828,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
573,00J381    ,14/11/2012,40,6,M,1,200.0,0.0,Sportsbook,00775SM   ,30.77,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,40,6,Sportsbook,Golf,Mens Golf,1
574,00J381    ,17/11/2012,5,11,M,1,200.0,0.0,Sportsbook,01284UW   ,30.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,5,11,Sportsbook,Motor Racing,Formula 1,1
575,00J381    ,18/11/2012,323,9,M,1,200.0,0.0,Sportsbook,01284UW   ,25.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
576,00J381    ,20/11/2012,323,9,N,1,200.0,0.0,Sportsbook,00775SM   ,24.6,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
577,00J381    ,25/11/2012,1,5,N,4,200.0,0.0,Sportsbook,00357DG   ,24.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,1,5,Sportsbook,Football,UK Football,1
578,00J381    ,26/11/2012,2,9,M,1,200.0,700.0,Sportsbook,00775SM   ,24.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
579,00J381    ,30/11/2012,323,9,M,1,200.0,0.0,Sportsbook,01284UW   ,24.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
580,00J381    ,01/12/2012,323,9,M,1,200.0,0.0,Sportsbook,01284UW   ,20.6,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
581,00J381    ,08/12/2012,323,9,M,1,200.0,0.0,Sportsbook,00357DG   ,20.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
582,00J381    ,11/12/2012,1,5,I,1,200.0,0.0,Sportsbook,00775SM   ,20.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,1,5,Sportsbook,Football,UK Football,1
583,00J381    ,11/12/2012,323,9,M,1,200.0,528.13,Sportsbook,01196ZZ   ,20.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
584,00J381    ,14/12/2012,2,9,M,1,200.0,0.0,Sportsbook,01284UW   ,20.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
585,00J381    ,16/12/2012,1,5,N,2,200.0,0.0,Sportsbook,01284UW   ,19.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,1,5,Sportsbook,Football,UK Football,1
586,00J381    ,17/12/2012,323,9,M,1,200.0,0.0,Sportsbook,00497XG   ,18.6,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
587,00J381    ,23/12/2012,323,9,M,1,200.0,0.0,Sportsbook,00775SM   ,18.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
588,01148BP   ,10/09/2012,2,9,I,1,200.0,0.0,Sportsbook,01284UW   ,18.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
589,01148BP   ,11/09/2012,2,9,N,1,200.0,0.0,Sportsbook,01284UW   ,13.85,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
590,01148BP   ,19/09/2012,2,9,I,1,200.0,0.0,Sportsbook,01152SJ   ,13.1013,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
591,01148BP   ,30/09/2012,2,9,M,1,200.0,0.0,Sportsbook,00775SM   ,12.8,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
592,01148BP   ,31/10/2012,2,9,N,1,200.0,0.0,Sportsbook,01152SJ   ,12.3084,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
593,01148BP   ,22/11/2012,2,9,I,1,200.0,0.0,Sportsbook,01284UW   ,10.7,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
594,01196ZZ   ,20/10/2012,22528_PRCH,22528,I,1,200.0,0.0,Casino,00775SM   ,10.0,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,22528_PRCH,22528,Casino,Casino Playtech CashIn,Casino Playtech,1
595,01196ZZ   ,07/12/2012,22512_XFER,22512,I,2,200.0,0.0,Vegas,01196ZZ   ,10.0,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,22512_XFER,22512,Vegas,Vegas,Vegas Transfers,1
596,01196ZZ   ,21/12/2012,22512_XFER,22512,I,1,200.0,0.0,Vegas,01284UW   ,10.0,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,22512_XFER,22512,Vegas,Vegas,Vegas Transfers,1
597,01284UW   ,30/10/2012,36,5,I,2,200.0,0.0,Sportsbook,01284UW   ,8.0,,,,,,,,,5694730,GBP,0,1.0,SB,GIB,Mr,James,Hendrix,10/10/2012,US,en,A,05/04/1976,N,Bronze,36,5,Sportsbook,Football,International Football,1
598,00C017    ,18/09/2012,22527_PRCH,22527,I,1,190.0,0.0,Poker,00775SM   ,6.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
599,00C017    ,21/10/2012,22527_PRCH,22527,I,2,190.0,0.0,Poker,01284UW   ,6.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
600,01152SJ   ,10/10/2012,22528_PRCH,22528,I,1,186.6368,0.0,Casino,00775SM   ,5.25,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22528_PRCH,22528,Casino,Casino Playtech CashIn,Casino Playtech,1
601,01152SJ   ,04/11/2012,22528_PRCH,22528,I,1,186.544,0.0,Casino,00775SM   ,5.0,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22528_PRCH,22528,Casino,Casino Playtech CashIn,Casino Playtech,1
602,00J381    ,08/09/2012,2,9,N,1,180.0,0.0,Sportsbook,01284UW   ,5.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
603,00J381    ,27/09/2012,2,9,M,2,180.0,0.0,Sportsbook,00497XG   ,4.7,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
604,00J381    ,20/10/2012,323,9,M,1,180.0,402.19,Sportsbook,01284UW   ,4.5,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
605,00J381    ,16/11/2012,323,9,M,1,180.0,1608.75,Sportsbook,00775SM   ,4.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
606,00J381    ,29/12/2012,1,5,M,3,180.0,0.0,Sportsbook,00775SM   ,3.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,1,5,Sportsbook,Football,UK Football,1
607,01196ZZ   ,29/09/2012,1,5,I,5,180.0,91.67,Sportsbook,00775SM   ,2.9,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,1,5,Sportsbook,Football,UK Football,1
608,00J381    ,17/11/2012,2,9,M,1,178.0,0.0,Sportsbook,00775SM   ,2.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
609,01152SJ   ,13/12/2012,22528_PRCH,22528,I,4,174.0428,0.0,Casino,00497XG   ,1.36,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22528_PRCH,22528,Casino,Casino Playtech CashIn,Casino Playtech,1
610,01152SJ   ,19/10/2012,22528_PRCH,22528,I,1,171.9011,0.0,Casino,00775SM   ,0.25,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22528_PRCH,22528,Casino,Casino Playtech CashIn,Casino Playtech,1
611,00J381    ,30/09/2012,1,5,M,4,170.0,0.0,Sportsbook,00775SM   ,0.13,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,1,5,Sportsbook,Football,UK Football,1
612,00J381    ,30/11/2012,2,9,N,1,170.0,0.0,Sportsbook,00357DG   ,0.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
613,01152SJ   ,20/09/2012,22528_PRCH,22528,I,1,160.0591,0.0,Casino,00357DG   ,0.0,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22528_PRCH,22528,Casino,Casino Playtech CashIn,Casino Playtech,1
614,00C017    ,28/10/2012,22527_PRCH,22527,I,1,160.0,0.0,Poker,00357DG   ,0.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
615,00J381    ,19/10/2012,2,9,N,1,160.0,0.0,Sportsbook,00497XG   ,0.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
616,00J381    ,29/12/2012,,0,N,1,160.0,0.0,#N/A,00497XG   ,0.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,,0,Sportsbook,Various,Manual Bets (Various),1
617,01196ZZ   ,23/09/2012,1,5,M,2,160.0,300.91,Sportsbook,00775SM   ,0.0,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,1,5,Sportsbook,Football,UK Football,1
618,00J381    ,29/09/2012,1,5,M,5,155.0,0.0,Sportsbook,00775SM   ,0.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,1,5,Sportsbook,Football,UK Football,1
619,01284UW   ,08/12/2012,46,5,I,14,155.0,97.75,Sportsbook,00775SM   ,0.0,,,,,,,,,5694730,GBP,0,1.0,SB,GIB,Mr,James,Hendrix,10/10/2012,US,en,A,05/04/1976,N,Bronze,46,5,Sportsbook,Football,European Major Leagues,1
620,00J381    ,10/09/2012,45,17,M,1,153.63,0.0,Sportsbook,00C017    ,0.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,45,17,Sportsbook,Tennis,Grand Slam Tennis,1
621,00C017    ,10/11/2012,22527_PRCH,22527,I,2,152.99,0.0,Poker,00C017    ,0.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
622,00357DG   ,05/12/2012,635,0,I,33,151.0,41.6,Games,00J381    ,0.0,,,,,,,,,3531845,GBP,0,1.0,GM,GIB,Mr,Bon,Scott,02/04/2011,AU,en,A,22/10/1975,N,Silver,635,0,Games,Games tbc,Games tbc,1
623,00J381    ,26/11/2012,323,9,M,1,150.31,1343.4,Sportsbook,01148BP   ,0.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
624,00C017    ,16/09/2012,22527_PRCH,22527,I,2,150.0,0.0,Poker,01152SJ   ,0.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
625,00C017    ,04/12/2012,22527_PRCH,22527,I,1,150.0,0.0,Poker,01152SJ   ,0.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
626,00C017    ,12/12/2012,22527_PRCH,22527,I,2,150.0,0.0,Poker,01196ZZ   ,0.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
